lat,lon
2.0,119.0
2.0,123.0
2.0,133.0
2.0,134.0
2.0,135.0
2.0,136.0
2.0,137.0
2.0,138.0
2.0,139.0
2.0,140.0
2.0,141.0
2.0,142.0
2.0,143.0
2.0,144.0
2.0,145.0
2.0,146.0
2.0,147.0
2.0,148.0
2.0,149.0
2.0,150.0
2.0,151.0
2.0,152.0
2.0,153.0
2.0,155.0
2.0,156.0
2.0,157.0
2.0,158.0
2.0,159.0
2.0,160.0
2.0,161.0
2.0,162.0
2.0,163.0
2.0,164.0
2.0,165.0
2.0,166.0
2.0,167.0
2.0,168.0
2.0,169.0
2.0,170.0
2.0,171.0
3.0,90.0
3.0,91.0
3.0,92.0
3.0,93.0
3.0,94.0
3.0,110.0
3.0,119.0
3.0,120.0
3.0,121.0
3.0,122.0
3.0,123.0
3.0,124.0
3.0,135.0
3.0,136.0
3.0,137.0
3.0,138.0
3.0,139.0
3.0,140.0
3.0,141.0
3.0,142.0
3.0,143.0
3.0,144.0
3.0,145.0
3.0,146.0
3.0,147.0
3.0,148.0
3.0,149.0
3.0,150.0
3.0,151.0
3.0,152.0
3.0,153.0
3.0,154.0
3.0,155.0
3.0,156.0
3.0,157.0
3.0,158.0
3.0,159.0
3.0,160.0
3.0,161.0
3.0,162.0
3.0,163.0
3.0,164.0
3.0,165.0
4.0,91.0
4.0,92.0
4.0,93.0
4.0,94.0
4.0,111.0
4.0,118.0
4.0,119.0
4.0,120.0
4.0,121.0
4.0,122.0
4.0,123.0
4.0,124.0
4.0,151.0
5.0,94.0
5.0,99.0
5.0,121.0
5.0,122.0
5.0,123.0
5.0,124.0
6.0,98.0
6.0,99.0
6.0,122.0
6.0,123.0
9.0,101.0
10.0,137.0
10.0,139.0
10.0,141.0
10.0,143.0
10.0,145.0
10.0,147.0
10.0,148.0
10.0,149.0
10.0,150.0
10.0,151.0
10.0,152.0
10.0,153.0
10.0,154.0
10.0,155.0
10.0,156.0
10.0,157.0
10.0,158.0
10.0,159.0
10.0,160.0
10.0,161.0
10.0,162.0
10.0,163.0
10.0,164.0
10.0,165.0
10.0,166.0
10.0,167.0
10.0,168.0
10.0,169.0
10.0,170.0
10.0,171.0
10.0,172.0
10.0,173.0
10.0,174.0
10.0,175.0
10.0,176.0
10.0,177.0
10.0,178.0
10.0,179.0
11.0,90.0
11.0,91.0
11.0,92.0
11.0,93.0
11.0,94.0
11.0,95.0
11.0,96.0
11.0,97.0
11.0,98.0
11.0,99.0
11.0,100.0
11.0,101.0
11.0,102.0
11.0,103.0
11.0,104.0
11.0,105.0
11.0,106.0
11.0,107.0
11.0,108.0
11.0,109.0
11.0,110.0
11.0,111.0
11.0,112.0
11.0,113.0
11.0,114.0
11.0,115.0
11.0,116.0
11.0,117.0
11.0,118.0
11.0,119.0
11.0,120.0
11.0,121.0
11.0,122.0
11.0,123.0
11.0,124.0
11.0,125.0
11.0,126.0
11.0,127.0
11.0,128.0
11.0,129.0
11.0,130.0
11.0,131.0
11.0,132.0
11.0,133.0
11.0,134.0
11.0,135.0
11.0,136.0
11.0,137.0
11.0,138.0
11.0,139.0
11.0,140.0
11.0,141.0
11.0,142.0
11.0,143.0
11.0,144.0
11.0,145.0
11.0,146.0
11.0,147.0
11.0,148.0
11.0,149.0
11.0,150.0
11.0,151.0
11.0,152.0
11.0,153.0
11.0,154.0
11.0,155.0
11.0,156.0
11.0,157.0
11.0,158.0
11.0,159.0
11.0,160.0
11.0,161.0
11.0,162.0
11.0,163.0
11.0,164.0
11.0,165.0
11.0,166.0
11.0,167.0
11.0,168.0
11.0,169.0
11.0,170.0
11.0,171.0
11.0,172.0
11.0,173.0
11.0,174.0
11.0,175.0
11.0,176.0
11.0,177.0
11.0,178.0
11.0,179.0
12.0,90.0
12.0,91.0
12.0,92.0
12.0,93.0
12.0,94.0
12.0,95.0
12.0,96.0
12.0,97.0
12.0,98.0
12.0,99.0
12.0,100.0
12.0,101.0
12.0,102.0
12.0,103.0
12.0,104.0
12.0,105.0
12.0,106.0
12.0,107.0
12.0,108.0
12.0,109.0
12.0,110.0
12.0,111.0
12.0,112.0
12.0,113.0
12.0,114.0
12.0,115.0
12.0,116.0
12.0,117.0
12.0,118.0
12.0,119.0
12.0,120.0
12.0,121.0
12.0,122.0
12.0,123.0
12.0,124.0
12.0,125.0
12.0,126.0
12.0,127.0
12.0,128.0
12.0,129.0
12.0,130.0
12.0,131.0
12.0,132.0
12.0,133.0
12.0,134.0
12.0,135.0
12.0,136.0
12.0,137.0
12.0,138.0
12.0,139.0
12.0,140.0
12.0,141.0
12.0,142.0
12.0,143.0
12.0,144.0
12.0,145.0
12.0,146.0
12.0,147.0
12.0,148.0
12.0,149.0
12.0,150.0
12.0,151.0
12.0,152.0
12.0,153.0
12.0,154.0
12.0,155.0
12.0,156.0
12.0,157.0
12.0,158.0
12.0,159.0
12.0,160.0
12.0,161.0
12.0,162.0
12.0,163.0
12.0,164.0
12.0,165.0
12.0,166.0
12.0,167.0
12.0,168.0
12.0,169.0
12.0,170.0
12.0,171.0
12.0,172.0
12.0,173.0
12.0,174.0
12.0,175.0
12.0,176.0
12.0,177.0
12.0,178.0
12.0,179.0
13.0,90.0
13.0,91.0
13.0,92.0
13.0,93.0
13.0,94.0
13.0,95.0
13.0,96.0
13.0,97.0
13.0,98.0
13.0,99.0
13.0,100.0
13.0,101.0
13.0,102.0
13.0,103.0
13.0,104.0
13.0,105.0
13.0,106.0
13.0,107.0
13.0,108.0
13.0,109.0
13.0,110.0
13.0,111.0
13.0,112.0
13.0,113.0
13.0,114.0
13.0,115.0
13.0,116.0
13.0,117.0
13.0,118.0
13.0,119.0
13.0,120.0
13.0,121.0
13.0,122.0
13.0,123.0
13.0,124.0
13.0,125.0
13.0,126.0
13.0,127.0
13.0,128.0
13.0,129.0
13.0,130.0
13.0,132.0
13.0,134.0
13.0,136.0
13.0,138.0
13.0,140.0
13.0,142.0
29.0,171.0
29.0,173.0
30.0,90.0
48.0,103.0
48.0,105.0
48.0,107.0
48.0,109.0
48.0,111.0
48.0,113.0
48.0,115.0
48.0,117.0
48.0,119.0
48.0,121.0
48.0,122.0
48.0,123.0
48.0,124.0
48.0,125.0
48.0,126.0
48.0,127.0
48.0,128.0
48.0,129.0
48.0,130.0
48.0,131.0
48.0,132.0
48.0,133.0
48.0,134.0
48.0,135.0
48.0,136.0
48.0,137.0
48.0,138.0
48.0,139.0
48.0,140.0
48.0,141.0
48.0,142.0
48.0,143.0
48.0,144.0
48.0,145.0
48.0,146.0
48.0,147.0
48.0,148.0
48.0,149.0
48.0,150.0
48.0,151.0
48.0,152.0
48.0,153.0
48.0,154.0
48.0,155.0
48.0,156.0
48.0,157.0
48.0,158.0
48.0,159.0
48.0,160.0
48.0,161.0
48.0,162.0
48.0,163.0
48.0,164.0
48.0,165.0
48.0,166.0
48.0,167.0
48.0,168.0
48.0,169.0
48.0,170.0
48.0,171.0
48.0,172.0
48.0,173.0
48.0,174.0
48.0,175.0
48.0,176.0
48.0,177.0
48.0,178.0
48.0,179.0
49.0,90.0
49.0,91.0
49.0,92.0
49.0,93.0
49.0,94.0
49.0,95.0
49.0,96.0
49.0,97.0
49.0,98.0
49.0,99.0
49.0,100.0
49.0,101.0
49.0,102.0
49.0,103.0
49.0,104.0
49.0,105.0
49.0,106.0
49.0,107.0
49.0,108.0
49.0,109.0
49.0,110.0
49.0,111.0
49.0,112.0
49.0,113.0
49.0,114.0
49.0,115.0
49.0,116.0
49.0,117.0
49.0,118.0
49.0,119.0
49.0,120.0
49.0,121.0
49.0,122.0
49.0,123.0
49.0,124.0
49.0,125.0
49.0,126.0
49.0,127.0
49.0,128.0
49.0,129.0
49.0,130.0
49.0,131.0
49.0,132.0
49.0,133.0
49.0,134.0
49.0,135.0
49.0,136.0
49.0,137.0
49.0,138.0
49.0,139.0
49.0,140.0
49.0,141.0
49.0,142.0
49.0,143.0
49.0,144.0
49.0,145.0
49.0,146.0
49.0,147.0
49.0,148.0
49.0,149.0
49.0,150.0
49.0,151.0
49.0,152.0
49.0,153.0
49.0,154.0
49.0,155.0
49.0,156.0
49.0,157.0
49.0,158.0
49.0,159.0
49.0,160.0
49.0,161.0
49.0,162.0
49.0,163.0
49.0,164.0
49.0,165.0
49.0,166.0
49.0,167.0
49.0,168.0
49.0,169.0
49.0,170.0
49.0,171.0
49.0,172.0
49.0,173.0
49.0,174.0
49.0,175.0
49.0,176.0
49.0,177.0
49.0,178.0
49.0,179.0
50.0,90.0
50.0,91.0
50.0,92.0
50.0,93.0
50.0,94.0
50.0,95.0
50.0,96.0
50.0,97.0
50.0,98.0
50.0,99.0
50.0,100.0
50.0,101.0
50.0,102.0
50.0,103.0
50.0,104.0
50.0,105.0
50.0,106.0
50.0,107.0
50.0,108.0
50.0,109.0
50.0,110.0
50.0,111.0
50.0,112.0
50.0,113.0
50.0,114.0
50.0,115.0
50.0,116.0
50.0,117.0
50.0,118.0
50.0,119.0
50.0,120.0
50.0,121.0
50.0,122.0
50.0,123.0
50.0,124.0
50.0,125.0
50.0,126.0
50.0,127.0
50.0,128.0
50.0,129.0
50.0,130.0
50.0,131.0
50.0,132.0
50.0,133.0
50.0,134.0
50.0,135.0
50.0,136.0
50.0,137.0
50.0,138.0
50.0,139.0
50.0,140.0
50.0,141.0
50.0,142.0
50.0,143.0
50.0,144.0
50.0,145.0
50.0,146.0
50.0,147.0
50.0,148.0
50.0,149.0
50.0,150.0
50.0,151.0
50.0,152.0
50.0,153.0
50.0,154.0
50.0,155.0
50.0,156.0
50.0,157.0
50.0,158.0
50.0,159.0
50.0,160.0
50.0,161.0
50.0,162.0
50.0,163.0
50.0,164.0
50.0,165.0
50.0,166.0
50.0,167.0
50.0,168.0
50.0,169.0
50.0,170.0
50.0,171.0
50.0,172.0
50.0,173.0
50.0,174.0
50.0,175.0
50.0,176.0
50.0,177.0
50.0,178.0
50.0,179.0
51.0,90.0
51.0,91.0
51.0,92.0
51.0,93.0
51.0,94.0
51.0,95.0
51.0,96.0
51.0,97.0
51.0,98.0
51.0,99.0
51.0,100.0
51.0,101.0
51.0,102.0
51.0,103.0
51.0,104.0
51.0,105.0
51.0,106.0
51.0,107.0
51.0,108.0
51.0,109.0
51.0,110.0
51.0,111.0
51.0,112.0
51.0,113.0
51.0,114.0
51.0,115.0
51.0,116.0
51.0,117.0
51.0,118.0
51.0,119.0
51.0,120.0
51.0,121.0
51.0,122.0
51.0,123.0
51.0,124.0
51.0,125.0
51.0,126.0
51.0,127.0
51.0,128.0
51.0,129.0
51.0,130.0
51.0,131.0
51.0,132.0
51.0,133.0
51.0,134.0
51.0,135.0
51.0,136.0
51.0,137.0
51.0,138.0
51.0,139.0
51.0,140.0
51.0,141.0
51.0,142.0
51.0,143.0
51.0,144.0
51.0,145.0
51.0,146.0
51.0,147.0
51.0,148.0
51.0,149.0
51.0,150.0
51.0,151.0
51.0,152.0
51.0,154.0
51.0,156.0
51.0,158.0
59.0,144.0
59.0,145.0
59.0,153.0
59.0,163.0
61.0,139.0
61.0,172.0
62.0,148.0
62.0,149.0
62.0,153.0
63.0,137.0
63.0,151.0
64.0,96.0
64.0,97.0
64.0,107.0
64.0,130.0
64.0,131.0
64.0,132.0
64.0,135.0
64.0,141.0
64.0,142.0
64.0,143.0
64.0,144.0
64.0,145.0
64.0,146.0
64.0,150.0
64.0,151.0
65.0,126.0
65.0,128.0
65.0,130.0
65.0,132.0
65.0,133.0
65.0,134.0
65.0,135.0
65.0,138.0
65.0,139.0
65.0,140.0
65.0,141.0
65.0,142.0
65.0,143.0
65.0,144.0
65.0,145.0
65.0,146.0
65.0,147.0
65.0,148.0
65.0,149.0
65.0,155.0
65.0,156.0
65.0,159.0
65.0,161.0
65.0,162.0
66.0,95.0
66.0,96.0
66.0,122.0
66.0,126.0
66.0,127.0
66.0,128.0
66.0,129.0
66.0,131.0
66.0,132.0
66.0,133.0
66.0,134.0
66.0,135.0
66.0,136.0
66.0,138.0
66.0,139.0
66.0,140.0
66.0,141.0
66.0,142.0
66.0,143.0
66.0,144.0
66.0,145.0
66.0,146.0
66.0,147.0
66.0,152.0
66.0,153.0
66.0,154.0
66.0,161.0
66.0,165.0
66.0,179.0
67.0,91.0
67.0,93.0
67.0,94.0
67.0,95.0
67.0,96.0
67.0,97.0
67.0,98.0
67.0,99.0
67.0,100.0
67.0,101.0
67.0,102.0
67.0,103.0
67.0,104.0
67.0,105.0
67.0,106.0
67.0,107.0
67.0,108.0
67.0,109.0
67.0,110.0
67.0,111.0
67.0,112.0
67.0,113.0
67.0,114.0
67.0,115.0
67.0,116.0
67.0,117.0
67.0,118.0
67.0,119.0
67.0,120.0
67.0,121.0
67.0,122.0
67.0,123.0
67.0,124.0
67.0,125.0
67.0,126.0
67.0,127.0
67.0,128.0
67.0,129.0
67.0,130.0
67.0,131.0
67.0,132.0
67.0,133.0
67.0,134.0
67.0,135.0
67.0,136.0
67.0,137.0
67.0,138.0
67.0,139.0
67.0,140.0
67.0,141.0
67.0,142.0
67.0,143.0
67.0,144.0
67.0,145.0
67.0,146.0
67.0,147.0
67.0,148.0
67.0,149.0
67.0,150.0
67.0,151.0
67.0,152.0
67.0,153.0
67.0,154.0
67.0,155.0
67.0,156.0
67.0,157.0
67.0,158.0
67.0,159.0
67.0,160.0
67.0,161.0
67.0,162.0
67.0,163.0
67.0,164.0
67.0,165.0
67.0,166.0
67.0,167.0
67.0,168.0
67.0,169.0
67.0,170.0
67.0,171.0
67.0,172.0
67.0,173.0
67.0,174.0
67.0,175.0
67.0,176.0
67.0,177.0
67.0,178.0
67.0,179.0
68.0,90.0
68.0,91.0
68.0,92.0
68.0,93.0
68.0,94.0
68.0,95.0
68.0,96.0
68.0,97.0
68.0,98.0
68.0,99.0
68.0,100.0
68.0,101.0
68.0,102.0
68.0,103.0
68.0,104.0
68.0,105.0
68.0,106.0
68.0,107.0
68.0,108.0
68.0,109.0
68.0,110.0
68.0,111.0
68.0,112.0
68.0,113.0
68.0,114.0
68.0,115.0
68.0,116.0
68.0,117.0
68.0,118.0
68.0,119.0
68.0,120.0
68.0,121.0
68.0,122.0
68.0,123.0
68.0,124.0
68.0,125.0
68.0,126.0
68.0,127.0
68.0,128.0
68.0,129.0
68.0,130.0
68.0,131.0
68.0,132.0
68.0,133.0
68.0,134.0
68.0,135.0
68.0,136.0
68.0,137.0
68.0,138.0
68.0,139.0
68.0,140.0
68.0,141.0
68.0,142.0
68.0,143.0
68.0,144.0
68.0,145.0
68.0,146.0
68.0,147.0
68.0,148.0
68.0,149.0
68.0,150.0
68.0,151.0
68.0,152.0
68.0,153.0
68.0,154.0
68.0,155.0
68.0,156.0
68.0,157.0
68.0,158.0
68.0,159.0
68.0,160.0
68.0,161.0
68.0,162.0
68.0,163.0
68.0,164.0
68.0,165.0
68.0,166.0
68.0,167.0
68.0,168.0
68.0,169.0
68.0,170.0
68.0,171.0
68.0,172.0
68.0,173.0
68.0,174.0
68.0,175.0
68.0,176.0
68.0,177.0
68.0,178.0
68.0,179.0
69.0,90.0
69.0,91.0
69.0,92.0
69.0,93.0
69.0,94.0
69.0,95.0
69.0,96.0
69.0,97.0
69.0,98.0
69.0,99.0
69.0,100.0
69.0,101.0
69.0,102.0
69.0,103.0
69.0,104.0
69.0,105.0
69.0,106.0
69.0,107.0
69.0,108.0
69.0,109.0
69.0,110.0
69.0,111.0
69.0,112.0
69.0,113.0
69.0,114.0
69.0,115.0
69.0,116.0
69.0,117.0
69.0,118.0
69.0,119.0
69.0,120.0
69.0,121.0
69.0,122.0
69.0,123.0
69.0,124.0
69.0,125.0
69.0,126.0
69.0,127.0
69.0,128.0
69.0,129.0
69.0,130.0
69.0,131.0
69.0,132.0
69.0,133.0
69.0,134.0
69.0,135.0
69.0,136.0
69.0,137.0
69.0,138.0
69.0,139.0
69.0,140.0
69.0,141.0
69.0,142.0
69.0,143.0
69.0,144.0
69.0,145.0
69.0,146.0
69.0,147.0
69.0,148.0
69.0,149.0
69.0,150.0
69.0,151.0
69.0,152.0
69.0,153.0
69.0,154.0
69.0,155.0
69.0,156.0
69.0,157.0
69.0,158.0
69.0,159.0
69.0,160.0
69.0,161.0
69.0,162.0
69.0,163.0
69.0,164.0
69.0,165.0
69.0,166.0
69.0,167.0
69.0,168.0
69.0,169.0
69.0,170.0
69.0,171.0
69.0,172.0
69.0,173.0
69.0,174.0
69.0,175.0
69.0,176.0
69.0,177.0
69.0,178.0
69.0,179.0
70.0,90.0
70.0,91.0
70.0,92.0
70.0,93.0
70.0,94.0
70.0,95.0
70.0,96.0
70.0,97.0
70.0,98.0
70.0,99.0
70.0,100.0
70.0,101.0
70.0,102.0
70.0,103.0
70.0,104.0
70.0,105.0
70.0,106.0
70.0,107.0
70.0,108.0
70.0,109.0
70.0,110.0
70.0,111.0
70.0,112.0
70.0,113.0
70.0,114.0
70.0,115.0
70.0,116.0
70.0,117.0
70.0,118.0
70.0,119.0
70.0,120.0
70.0,121.0
70.0,122.0
70.0,123.0
70.0,124.0
70.0,125.0
70.0,126.0
70.0,127.0
70.0,128.0
70.0,129.0
70.0,130.0
70.0,131.0
70.0,132.0
70.0,133.0
70.0,134.0
70.0,135.0
70.0,136.0
70.0,137.0
70.0,138.0
70.0,139.0
70.0,140.0
70.0,141.0
70.0,142.0
70.0,143.0
70.0,144.0
70.0,145.0
70.0,146.0
70.0,147.0
70.0,148.0
70.0,149.0
70.0,150.0
70.0,151.0
70.0,152.0
70.0,153.0
70.0,154.0
70.0,155.0
70.0,156.0
70.0,157.0
70.0,158.0
70.0,159.0
70.0,160.0
70.0,161.0
70.0,162.0
70.0,163.0
70.0,164.0
70.0,165.0
70.0,166.0
70.0,167.0
70.0,168.0
70.0,169.0
70.0,170.0
70.0,171.0
70.0,172.0
70.0,173.0
70.0,174.0
70.0,175.0
70.0,176.0
70.0,177.0
70.0,178.0
70.0,179.0
71.0,90.0
71.0,91.0
71.0,92.0
71.0,93.0
71.0,94.0
71.0,95.0
71.0,96.0
71.0,97.0
71.0,98.0
71.0,99.0
71.0,100.0
71.0,101.0
71.0,102.0
71.0,103.0
71.0,104.0
71.0,105.0
71.0,106.0
71.0,107.0
71.0,108.0
71.0,109.0
71.0,110.0
71.0,111.0
71.0,112.0
71.0,113.0
71.0,114.0
71.0,115.0
71.0,116.0
71.0,117.0
71.0,118.0
71.0,119.0
71.0,120.0
71.0,121.0
71.0,122.0
71.0,123.0
71.0,124.0
71.0,125.0
71.0,126.0
71.0,127.0
71.0,128.0
71.0,129.0
71.0,130.0
71.0,131.0
71.0,132.0
71.0,133.0
71.0,134.0
71.0,135.0
71.0,136.0
71.0,137.0
71.0,138.0
71.0,139.0
71.0,140.0
71.0,141.0
71.0,142.0
71.0,143.0
71.0,144.0
71.0,145.0
71.0,146.0
71.0,147.0
71.0,148.0
71.0,149.0
71.0,150.0
71.0,151.0
71.0,152.0
71.0,153.0
71.0,154.0
71.0,155.0
71.0,156.0
71.0,157.0
71.0,158.0
71.0,159.0
71.0,160.0
71.0,161.0
71.0,162.0
71.0,163.0
71.0,164.0
71.0,165.0
71.0,166.0
71.0,167.0
71.0,168.0
71.0,169.0
71.0,170.0
71.0,171.0
71.0,172.0
71.0,173.0
71.0,174.0
71.0,175.0
71.0,176.0
71.0,177.0
71.0,178.0
71.0,179.0
72.0,90.0
72.0,91.0
72.0,92.0
72.0,93.0
72.0,94.0
72.0,95.0
72.0,96.0
72.0,97.0
72.0,98.0
72.0,99.0
72.0,100.0
72.0,101.0
72.0,102.0
72.0,103.0
72.0,104.0
72.0,105.0
72.0,106.0
72.0,107.0
72.0,108.0
72.0,109.0
72.0,110.0
72.0,111.0
72.0,112.0
72.0,113.0
72.0,114.0
72.0,115.0
72.0,116.0
72.0,117.0
72.0,118.0
72.0,119.0
72.0,120.0
72.0,121.0
72.0,122.0
72.0,123.0
72.0,124.0
72.0,125.0
72.0,126.0
72.0,127.0
72.0,128.0
72.0,129.0
72.0,130.0
72.0,131.0
72.0,132.0
72.0,133.0
72.0,134.0
72.0,135.0
72.0,136.0
72.0,137.0
72.0,138.0
72.0,139.0
72.0,140.0
72.0,141.0
72.0,142.0
72.0,143.0
72.0,144.0
72.0,145.0
72.0,146.0
72.0,147.0
72.0,148.0
72.0,149.0
72.0,150.0
72.0,151.0
72.0,152.0
72.0,153.0
72.0,154.0
72.0,155.0
72.0,156.0
72.0,157.0
72.0,158.0
72.0,159.0
72.0,160.0
72.0,161.0
72.0,162.0
72.0,163.0
72.0,164.0
72.0,165.0
72.0,166.0
72.0,167.0
72.0,168.0
72.0,169.0
72.0,170.0
72.0,171.0
72.0,172.0
72.0,173.0
72.0,174.0
72.0,175.0
72.0,176.0
72.0,177.0
72.0,178.0
72.0,179.0
73.0,90.0
73.0,91.0
73.0,92.0
73.0,93.0
73.0,94.0
73.0,95.0
73.0,96.0
73.0,97.0
73.0,98.0
73.0,99.0
73.0,100.0
73.0,101.0
73.0,102.0
73.0,103.0
73.0,104.0
73.0,105.0
73.0,106.0
73.0,107.0
73.0,108.0
73.0,109.0
73.0,110.0
73.0,111.0
73.0,112.0
73.0,113.0
73.0,114.0
73.0,115.0
73.0,116.0
73.0,117.0
73.0,118.0
73.0,119.0
73.0,120.0
73.0,121.0
73.0,122.0
73.0,123.0
73.0,124.0
73.0,125.0
73.0,126.0
73.0,127.0
73.0,128.0
73.0,129.0
73.0,130.0
73.0,131.0
73.0,132.0
73.0,133.0
73.0,134.0
73.0,135.0
73.0,136.0
73.0,137.0
73.0,138.0
73.0,139.0
73.0,140.0
73.0,141.0
73.0,142.0
73.0,143.0
73.0,144.0
73.0,145.0
73.0,146.0
73.0,148.0
73.0,149.0
73.0,150.0
73.0,151.0
73.0,152.0
73.0,153.0
73.0,154.0
73.0,155.0
73.0,156.0
73.0,157.0
73.0,158.0
73.0,159.0
73.0,160.0
73.0,161.0
73.0,162.0
73.0,163.0
73.0,164.0
73.0,165.0
73.0,166.0
73.0,167.0
73.0,168.0
73.0,169.0
73.0,170.0
73.0,171.0
73.0,172.0
73.0,173.0
73.0,174.0
73.0,175.0
73.0,176.0
73.0,177.0
73.0,178.0
73.0,179.0
74.0,93.0
74.0,96.0
74.0,97.0
74.0,98.0
74.0,109.0
74.0,119.0
74.0,120.0
74.0,121.0
74.0,123.0
74.0,128.0
74.0,129.0
74.0,130.0
74.0,131.0
74.0,132.0
74.0,133.0
74.0,134.0
74.0,137.0
74.0,138.0
74.0,140.0
74.0,143.0
74.0,144.0
74.0,145.0
74.0,146.0
74.0,147.0
74.0,148.0
74.0,149.0
74.0,150.0
74.0,151.0
74.0,152.0
74.0,153.0
74.0,154.0
74.0,155.0
74.0,156.0
74.0,157.0
74.0,158.0
74.0,159.0
74.0,160.0
74.0,161.0
74.0,162.0
74.0,163.0
74.0,164.0
74.0,165.0
74.0,166.0
74.0,167.0
74.0,168.0
74.0,169.0
74.0,170.0
74.0,171.0
74.0,172.0
74.0,173.0
74.0,174.0
74.0,175.0
74.0,176.0
74.0,177.0
74.0,178.0
74.0,179.0
75.0,94.0
75.0,101.0
75.0,104.0
75.0,105.0
75.0,106.0
75.0,107.0
75.0,108.0
75.0,109.0
75.0,110.0
75.0,111.0
75.0,112.0
75.0,114.0
75.0,117.0
75.0,118.0
75.0,119.0
75.0,120.0
75.0,121.0
75.0,122.0
75.0,123.0
75.0,124.0
75.0,125.0
75.0,126.0
75.0,127.0
75.0,128.0
75.0,129.0
75.0,130.0
75.0,131.0
75.0,132.0
75.0,133.0
75.0,134.0
75.0,135.0
75.0,136.0
75.0,137.0
75.0,144.0
75.0,145.0
75.0,146.0
75.0,147.0
75.0,149.0
75.0,150.0
75.0,151.0
75.0,152.0
75.0,153.0
75.0,154.0
75.0,155.0
75.0,156.0
75.0,157.0
75.0,158.0
75.0,159.0
75.0,160.0
75.0,161.0
75.0,162.0
75.0,163.0
75.0,164.0
75.0,165.0
75.0,166.0
75.0,167.0
75.0,168.0
75.0,169.0
75.0,170.0
75.0,171.0
75.0,172.0
75.0,173.0
75.0,174.0
75.0,175.0
75.0,176.0
75.0,177.0
75.0,178.0
75.0,179.0
